MASV,HOTEN,PHAI,NGSINH,DCHI,DT,KHOA,TINHTRANG
"20A908093","Vũ Văn Dũng","0","2002-07-14","Q.10, TP.HCM","0377137954","SINH","Đã thôi học"
"20A410130","Lê Minh Khánh","0","2001-01-01","Q.3, TP.HCM","0342462342","KHKT","Đã thôi học"
"20A704546","Lê Hữu Trang","1","2006-10-08","Q.1, TP.HCM","0255453975","KHKT","Bảo lưu kết quả học tập"
"20A146485","Nguyễn Thị Nam","0","2003-06-11","TP. Hà Nội","0558329914","HOA","Đã tốt nghiệp"
"20A144414","Vũ Văn Quân","0","2003-08-22","TP. Biên Hòa","0727008238","CNTT","Đang học"
"20A663366","Nguyễn Gia Vy","0","2003-10-17","TP. Biên Hòa","0399800614","HOA","Đã thôi học"
"20A731217","Lê Hữu Hương","1","2001-12-25","Q.1, TP.HCM","0661195995","TOAN","Đã thôi học"
"20A200503","Trần Anh Hà","0","2000-06-03","TP. Thủ Đức","0380146294","VATLY","Đang học"
"20A332257","Hoàng Minh Quân","1","2003-01-26","Q.1, TP.HCM","0606633867","SINH","Đã thôi học"
"20A314030","Trần Ngọc Hương","0","2003-12-30","TP. Cần Thơ","0996150880","HOA","Đang học"
"20A153739","Nguyễn Ngọc An","1","2006-05-05","Q.3, TP.HCM","0324322011","HOA","Đã thôi học"
"20A294798","Vũ Ngọc Khánh","0","2004-08-15","Q.5, TP.HCM","0842578250","VATLY","Đã thôi học"
"20A972616","Bùi Ngọc Hương","1","2006-04-01","TP. Đà Nẵng","0674617447","KHKT","Đã thôi học"
"20A723322","Phạm Ngọc Khánh","0","2004-11-20","TP. Cần Thơ","0527038832","HOA","Bảo lưu kết quả học tập"
"20A741354","Bùi Văn Dũng","0","2006-03-26","TP. Thủ Đức","0392816582","VATLY","Đã thôi học"
"20A609093","Vũ Hữu An","0","2002-01-22","Q.5, TP.HCM","0316035997","VATLY","Đang học"
"20A934959","Hoàng Thị Châu","1","2005-01-05","Q.3, TP.HCM","0606952979","CNTT","Bảo lưu kết quả học tập"
"20A892274","Bùi Minh Quân","0","2006-10-04","TP. Đà Nẵng","0505931234","TOAN","Đang học"
"20A985437","Trần Ngọc Khánh","1","2006-11-23","TP. Cần Thơ","0365463809","KHKT","Đang học"
"20A919440","Trần Gia Linh","1","2004-07-07","TP. Vũng Tàu","0136714083","HOA","Bảo lưu kết quả học tập"
"20A577028","Nguyễn Ngọc Linh","0","2006-07-20","TP. Cần Thơ","0518308392","SINH","Đã tốt nghiệp"
"20A274618","Vũ Minh Phúc","1","2006-07-23","TP. Đà Nẵng","0182116570","VATLY","Đã thôi học"
"20A177289","Vũ Minh Hà","1","2004-12-27","TP. Biên Hòa","0481563459","KHKT","Đang học"
"20A536132","Bùi Anh Phúc","1","2006-02-09","TP. Đà Nẵng","0498835428","HOA","Đang học"
"20A269828","Bùi Văn Quân","0","2004-11-06","TP. Vũng Tàu","0661990158","HOA","Bảo lưu kết quả học tập"
"20A310943","Trần Minh Tú","1","2006-10-25","Q.1, TP.HCM","0329171223","CNTT","Bảo lưu kết quả học tập"
"20A117015","Đặng Minh Bình","1","2005-09-10","Q.3, TP.HCM","0367169539","HOA","Đang học"
"20A958379","Phạm Văn Bình","0","2004-02-05","TP. Hà Nội","0118906404","CNTT","Đã thôi học"
"20A630284","Trần Văn Hà","1","2004-11-05","Q.10, TP.HCM","0759272164","KHKT","Bảo lưu kết quả học tập"
"20A682201","Trần Hữu An","1","2002-09-26","TP. Hà Nội","0850175798","SINH","Đã tốt nghiệp"
"20A311421","Phan Thị Bình","0","2006-07-14","TP. Cần Thơ","0627838780","SINH","Đã tốt nghiệp"
"20A345179","Lê Minh Phúc","0","2004-09-11","TP. Đà Nẵng","0749984809","CNTT","Đã tốt nghiệp"
"20A877790","Phan Minh Linh","0","2004-04-06","TP. Vũng Tàu","0215390543","SINH","Bảo lưu kết quả học tập"
"20A368882","Bùi Gia Khánh","0","2001-01-08","Q.1, TP.HCM","0488842522","HOA","Đã tốt nghiệp"
"20A224753","Phan Anh Hương","0","2002-01-21","Q.1, TP.HCM","0961058698","TOAN","Đang học"
"20A318358","Bùi Hữu Châu","0","2005-03-18","TP. Vũng Tàu","0578273414","HOA","Đã tốt nghiệp"
"20A726149","Bùi Văn An","1","2000-05-27","TP. Đà Nẵng","0811797929","HOA","Đang học"
"20A400132","Phạm Gia Châu","0","2003-06-02","TP. Thủ Đức","0999486311","HOA","Đã tốt nghiệp"
"20A892770","Vũ Gia Dũng","1","2002-09-16","TP. Cần Thơ","0720078851","CNTT","Đã thôi học"
"20A372421","Bùi Thị Hà","1","2005-11-22","Q.1, TP.HCM","0357390174","TOAN","Đã thôi học"
"20A523086","Nguyễn Minh Hà","0","2000-07-28","TP. Đà Nẵng","0137186502","VATLY","Đang học"
"20A742293","Đặng Văn Quân","0","2003-10-11","TP. Hà Nội","0812552838","KHKT","Đã tốt nghiệp"
"20A423085","Nguyễn Văn Trang","1","2005-03-31","Q.3, TP.HCM","0809145035","SINH","Đang học"
"20A358360","Hoàng Anh Bình","1","2004-08-15","TP. Đà Nẵng","0443587763","HOA","Bảo lưu kết quả học tập"
"20A630730","Bùi Gia Bình","0","2005-11-19","Q.5, TP.HCM","0309428844","CNTT","Đã tốt nghiệp"
"20A668634","Bùi Gia Linh","1","2006-03-18","TP. Vũng Tàu","0199893565","TOAN","Đã thôi học"
"20A963906","Nguyễn Anh Nam","1","2003-09-03","TP. Đà Nẵng","0919506330","SINH","Đã thôi học"
"20A458039","Đặng Thị Hương","0","2001-05-27","Q.1, TP.HCM","0729059570","KHKT","Đã tốt nghiệp"
"20A415034","Lê Thị Hà","1","2002-04-08","Q.5, TP.HCM","0235814293","SINH","Bảo lưu kết quả học tập"
"20A903964","Hoàng Minh Châu","1","2001-08-01","TP. Hà Nội","0832220424","KHKT","Đang học"
"20A457567","Lê Văn Châu","1","2003-08-16","TP. Hà Nội","0688087759","SINH","Đã tốt nghiệp"
"20A340431","Bùi Anh Nam","1","2001-08-15","TP. Biên Hòa","0741951074","KHKT","Đã tốt nghiệp"
"20A159765","Nguyễn Gia Phúc","0","2003-12-23","TP. Thủ Đức","0972272017","CNTT","Bảo lưu kết quả học tập"
"20A281707","Trần Anh Phúc","0","2001-02-21","Q.3, TP.HCM","0972442129","KHKT","Đang học"
"20A572445","Hoàng Gia Phúc","0","2004-01-18","Q.1, TP.HCM","0375472064","CNTT","Đã thôi học"
"20A574975","Nguyễn Văn Châu","1","2003-05-13","Q.3, TP.HCM","0210211000","VATLY","Bảo lưu kết quả học tập"
"20A473226","Phan Thị Vy","1","2002-08-12","Q.10, TP.HCM","0497898709","VATLY","Đã tốt nghiệp"
"20A635386","Lê Thị Nam","0","2002-09-06","TP. Hà Nội","0639147960","TOAN","Đã tốt nghiệp"
"20A584135","Lê Anh Khánh","0","2007-02-22","TP. Biên Hòa","0102572171","CNTT","Bảo lưu kết quả học tập"
"20A983184","Trần Gia Khánh","1","2005-03-13","TP. Thủ Đức","0387753789","HOA","Bảo lưu kết quả học tập"
"20A316884","Phạm Minh Hà","0","2002-11-10","TP. Hà Nội","0374568470","TOAN","Bảo lưu kết quả học tập"
"20A242229","Đặng Hữu Linh","0","2004-05-31","Q.3, TP.HCM","0733535291","CNTT","Đã thôi học"
"20A518886","Lê Anh Châu","1","2007-02-11","Q.3, TP.HCM","0166472126","CNTT","Đã tốt nghiệp"
"20A789786","Hoàng Hữu Hương","0","2003-04-07","TP. Biên Hòa","0289151588","KHKT","Đang học"
"20A362836","Đặng Anh Châu","0","2007-03-18","TP. Cần Thơ","0956212556","KHKT","Bảo lưu kết quả học tập"
"20A882448","Nguyễn Anh Hà","0","2005-09-29","TP. Biên Hòa","0736256915","HOA","Đã tốt nghiệp"
"20A246076","Đặng Thị Trang","0","2007-03-11","TP. Biên Hòa","0908437704","HOA","Đã tốt nghiệp"
"20A526631","Trần Anh Dũng","0","2000-10-24","TP. Biên Hòa","0145575113","SINH","Đang học"
"20A781068","Lê Minh Khánh","1","2002-08-27","TP. Cần Thơ","0462862243","TOAN","Đang học"
"20A932732","Đặng Hữu Châu","0","2004-06-12","TP. Đà Nẵng","0969636718","HOA","Bảo lưu kết quả học tập"
"20A943539","Phạm Thị Châu","0","2001-07-01","Q.3, TP.HCM","0867196665","HOA","Đã tốt nghiệp"
"20A621289","Phạm Văn Tú","1","2001-06-29","TP. Biên Hòa","0917537542","VATLY","Đã thôi học"
"20A472004","Đặng Văn Nam","1","2006-02-24","TP. Vũng Tàu","0498159018","HOA","Bảo lưu kết quả học tập"
"20A112683","Trần Gia Quân","0","2000-08-14","TP. Cần Thơ","0540419799","KHKT","Đã tốt nghiệp"
"20A577882","Lê Hữu Hương","1","2004-07-12","TP. Biên Hòa","0731100310","KHKT","Đã tốt nghiệp"
"20A236075","Hoàng Hữu Trang","0","2004-03-14","Q.1, TP.HCM","0644530671","TOAN","Bảo lưu kết quả học tập"
"20A241574","Lê Minh Khánh","0","2005-05-29","TP. Đà Nẵng","0867207409","SINH","Đang học"
"20A943791","Nguyễn Minh Bình","0","2002-10-11","TP. Đà Nẵng","0334667186","CNTT","Đã thôi học"
"20A255925","Trần Thị Hà","1","2003-01-08","Q.5, TP.HCM","0510121462","CNTT","Đã tốt nghiệp"
"20A261312","Bùi Hữu Trang","0","2003-12-29","Q.1, TP.HCM","0871679299","CNTT","Đã tốt nghiệp"
"20A824276","Nguyễn Gia Châu","1","2003-11-08","Q.10, TP.HCM","0896214680","HOA","Đã tốt nghiệp"
"20A323602","Lê Hữu Tú","0","2001-01-30","Q.5, TP.HCM","0675803295","KHKT","Đang học"
"20A737989","Nguyễn Thị Vy","0","2003-05-28","Q.10, TP.HCM","0719075879","KHKT","Bảo lưu kết quả học tập"
"20A981032","Vũ Thị Hà","1","2006-07-15","Q.5, TP.HCM","0226810895","SINH","Đã tốt nghiệp"
"20A602158","Vũ Anh Dũng","0","2003-07-22","Q.3, TP.HCM","0121051305","TOAN","Đã thôi học"
"20A161783","Đặng Hữu Nam","0","2002-01-13","Q.5, TP.HCM","0570150242","VATLY","Đã thôi học"
"20A280126","Phan Văn Dũng","1","2005-04-07","TP. Cần Thơ","0515445528","HOA","Đã thôi học"
"20A866188","Phạm Hữu Trang","0","2003-02-21","TP. Cần Thơ","0395541939","SINH","Đã thôi học"
"20A186896","Hoàng Anh Linh","1","2003-12-24","Q.10, TP.HCM","0876059334","TOAN","Đã tốt nghiệp"
"20A995508","Bùi Hữu Phúc","1","2001-11-09","TP. Biên Hòa","0837282913","SINH","Đang học"
"20A983365","Vũ Minh Vy","0","2004-08-03","TP. Vũng Tàu","0116899091","TOAN","Bảo lưu kết quả học tập"
"20A785495","Vũ Hữu Nam","1","2002-02-13","Q.5, TP.HCM","0145901170","HOA","Đang học"
"20A564901","Bùi Minh Trang","1","2002-04-11","Q.10, TP.HCM","0984806451","SINH","Bảo lưu kết quả học tập"
"20A580480","Phan Hữu Khánh","0","2007-03-19","TP. Đà Nẵng","0768807503","KHKT","Đang học"
"20A946850","Nguyễn Anh Châu","1","2002-04-03","Q.3, TP.HCM","0566489566","TOAN","Bảo lưu kết quả học tập"
"20A163950","Hoàng Minh Hà","1","2007-02-19","Q.3, TP.HCM","0208761958","VATLY","Đang học"
"20A899636","Đặng Minh An","1","2003-03-28","TP. Hà Nội","0873134558","SINH","Đang học"
"20A320562","Trần Gia Hà","0","2006-10-03","TP. Đà Nẵng","0742689848","CNTT","Bảo lưu kết quả học tập"
"20A533318","Lê Minh Hà","1","2007-03-18","TP. Đà Nẵng","0441473112","CNTT","Đang học"
"20A469458","Vũ Văn Hương","1","2006-05-01","TP. Thủ Đức","0929898222","HOA","Đang học"
"20A289777","Đặng Văn Khánh","0","2007-02-27","TP. Hà Nội","0714927614","TOAN","Đã tốt nghiệp"
"20A690930","Nguyễn Anh Bình","0","2006-04-27","TP. Đà Nẵng","0176258773","SINH","Bảo lưu kết quả học tập"
"20A232107","Đặng Thị Quân","1","2005-07-14","TP. Hà Nội","0434418661","TOAN","Đã thôi học"
"20A294465","Nguyễn Minh Tú","0","2001-01-04","Q.1, TP.HCM","0353419736","HOA","Đã thôi học"
"20A441349","Phan Minh Quân","1","2002-12-10","TP. Vũng Tàu","0938589543","TOAN","Đang học"
"20A271358","Bùi Ngọc Bình","0","2006-10-22","TP. Hà Nội","0175795220","VATLY","Đang học"
"20A845195","Trần Anh An","0","2000-04-22","TP. Biên Hòa","0449942160","HOA","Đã thôi học"
"20A651990","Nguyễn Minh Quân","1","2006-07-17","TP. Hà Nội","0611052170","CNTT","Bảo lưu kết quả học tập"
"20A384855","Bùi Thị Hà","0","2004-04-27","TP. Cần Thơ","0590770552","SINH","Bảo lưu kết quả học tập"
"20A329083","Phạm Thị Châu","1","2006-01-26","Q.1, TP.HCM","0738037671","CNTT","Đã thôi học"
"20A514191","Đặng Hữu Tú","1","2004-09-02","Q.1, TP.HCM","0775469664","TOAN","Đã thôi học"
"20A784792","Hoàng Ngọc Nam","0","2003-07-12","Q.3, TP.HCM","0646891535","TOAN","Đang học"
"20A904919","Phạm Gia Linh","0","2004-10-09","TP. Hà Nội","0934852963","CNTT","Đã thôi học"
"20A357773","Đặng Ngọc An","0","2001-03-19","Q.3, TP.HCM","0439117601","TOAN","Bảo lưu kết quả học tập"
"20A597837","Trần Gia Linh","0","2004-07-25","TP. Hà Nội","0585590063","CNTT","Đã thôi học"
"20A785550","Trần Văn An","1","2004-01-24","Q.1, TP.HCM","0190994404","CNTT","Bảo lưu kết quả học tập"
"20A883891","Phan Anh Châu","1","2002-10-31","Q.3, TP.HCM","0288808583","HOA","Bảo lưu kết quả học tập"
"20A230238","Đặng Thị Nam","1","2006-03-18","TP. Vũng Tàu","0626093205","HOA","Đã thôi học"
"20A193455","Nguyễn Gia Hương","0","2005-02-28","Q.1, TP.HCM","0312259094","SINH","Đã thôi học"
"20A745719","Hoàng Hữu Quân","0","2003-07-02","TP. Hà Nội","0592508377","KHKT","Bảo lưu kết quả học tập"
"20A103090","Hoàng Anh Châu","0","2003-03-28","TP. Đà Nẵng","0791860509","KHKT","Đã thôi học"
"20A109789","Trần Gia Vy","0","2001-08-12","TP. Hà Nội","0889190730","TOAN","Đang học"
"20A431561","Trần Thị Phúc","1","2003-08-25","Q.3, TP.HCM","0426469535","HOA","Bảo lưu kết quả học tập"
"20A251986","Trần Anh Trang","0","2000-11-18","TP. Cần Thơ","0577156960","KHKT","Đang học"
"20A564708","Trần Văn An","1","2002-10-25","Q.3, TP.HCM","0941800936","HOA","Bảo lưu kết quả học tập"
"20A608571","Vũ Gia Linh","0","2003-09-04","Q.5, TP.HCM","0599477794","HOA","Bảo lưu kết quả học tập"
"20A164558","Phan Hữu Linh","0","2006-10-06","Q.5, TP.HCM","0902812147","HOA","Bảo lưu kết quả học tập"
"20A621594","Nguyễn Anh Phúc","1","2002-10-31","Q.1, TP.HCM","0458808808","VATLY","Đã tốt nghiệp"
"20A264982","Phan Minh Trang","0","2004-06-26","TP. Vũng Tàu","0512296915","HOA","Bảo lưu kết quả học tập"
"20A327271","Hoàng Thị Vy","0","2000-08-29","TP. Vũng Tàu","0849684357","KHKT","Bảo lưu kết quả học tập"
"20A981108","Bùi Văn Dũng","0","2000-06-28","TP. Cần Thơ","0581415266","HOA","Đã tốt nghiệp"
"20A385502","Bùi Minh Dũng","0","2003-10-21","Q.5, TP.HCM","0315973834","SINH","Bảo lưu kết quả học tập"
"20A354319","Nguyễn Thị Quân","0","2003-09-29","TP. Đà Nẵng","0378396275","CNTT","Đang học"
"20A904585","Bùi Ngọc Nam","1","2006-07-01","TP. Thủ Đức","0453974609","SINH","Đang học"
"20A796309","Phan Minh Dũng","0","2004-01-06","Q.5, TP.HCM","0345750003","HOA","Bảo lưu kết quả học tập"
"20A552517","Hoàng Văn Nam","1","2007-03-01","TP. Biên Hòa","0503928673","CNTT","Đã thôi học"
"20A526648","Hoàng Thị Hương","1","2002-10-20","Q.10, TP.HCM","0187849028","CNTT","Bảo lưu kết quả học tập"
"20A785367","Lê Ngọc Tú","1","2003-07-26","TP. Vũng Tàu","0374364544","TOAN","Bảo lưu kết quả học tập"
"20A709547","Vũ Gia Khánh","0","2002-10-20","Q.3, TP.HCM","0360899026","CNTT","Bảo lưu kết quả học tập"
"20A894234","Hoàng Minh Tú","1","2004-12-23","TP. Cần Thơ","0495338240","HOA","Đã tốt nghiệp"
"20A742680","Lê Thị Linh","1","2006-02-26","TP. Cần Thơ","0163352313","CNTT","Đã tốt nghiệp"
"20A229240","Lê Gia An","0","2003-05-05","TP. Thủ Đức","0847831203","VATLY","Đang học"
"20A795716","Hoàng Minh Hà","0","2005-11-16","TP. Cần Thơ","0540205836","TOAN","Đã thôi học"
"20A985499","Trần Gia Bình","1","2004-09-16","TP. Hà Nội","0384682972","KHKT","Đang học"
"20A151932","Đặng Ngọc Nam","0","2002-04-14","Q.3, TP.HCM","0190089829","TOAN","Đã tốt nghiệp"
"20A295085","Đặng Ngọc An","0","2006-01-25","TP. Thủ Đức","0592762957","SINH","Bảo lưu kết quả học tập"
"20A665230","Phạm Anh Dũng","0","2001-11-18","Q.10, TP.HCM","0520514818","SINH","Đã thôi học"
"20A989565","Bùi Minh Trang","1","2006-04-14","Q.1, TP.HCM","0149906018","SINH","Đang học"
"20A963132","Phan Hữu Phúc","1","2005-09-29","Q.3, TP.HCM","0321441161","HOA","Bảo lưu kết quả học tập"
"20A211778","Phan Gia Nam","0","2006-03-23","Q.1, TP.HCM","0302308066","CNTT","Bảo lưu kết quả học tập"
"20A724674","Phạm Văn Dũng","0","2002-11-26","TP. Hà Nội","0827666358","CNTT","Đã thôi học"
"20A393394","Trần Gia Hương","1","2004-03-14","TP. Biên Hòa","0180376736","CNTT","Đã thôi học"
"20A912311","Phạm Minh Trang","1","2006-12-05","TP. Cần Thơ","0405773440","SINH","Đã tốt nghiệp"
"20A688469","Phan Ngọc Linh","1","2004-03-03","TP. Vũng Tàu","0326347761","HOA","Đã tốt nghiệp"
"20A333417","Bùi Anh Hương","1","2000-07-14","Q.10, TP.HCM","0355391806","SINH","Đã thôi học"
"20A855934","Bùi Hữu Trang","1","2003-03-25","Q.5, TP.HCM","0180965166","KHKT","Đã thôi học"
"20A692346","Bùi Gia Linh","0","2003-03-22","TP. Cần Thơ","0991150733","CNTT","Đang học"
"20A627469","Đặng Thị Khánh","1","2004-03-02","Q.5, TP.HCM","0839631779","HOA","Bảo lưu kết quả học tập"
"20A124753","Phạm Gia Hương","0","2000-12-08","TP. Đà Nẵng","0789914300","SINH","Đã thôi học"
"20A592269","Phan Gia Khánh","0","2001-12-24","Q.3, TP.HCM","0332539286","HOA","Đã tốt nghiệp"
"20A611954","Nguyễn Ngọc Phúc","0","2002-10-21","TP. Cần Thơ","0275518519","SINH","Bảo lưu kết quả học tập"
"20A128313","Trần Thị Châu","0","2000-06-01","TP. Đà Nẵng","0181899860","HOA","Bảo lưu kết quả học tập"
"20A283513","Nguyễn Anh Quân","0","2004-07-24","TP. Cần Thơ","0795469278","TOAN","Đã tốt nghiệp"
"20A156835","Phạm Anh Hà","0","2002-09-08","TP. Biên Hòa","0734117136","TOAN","Bảo lưu kết quả học tập"
"20A320366","Nguyễn Minh Hương","0","2006-06-19","Q.10, TP.HCM","0212516333","KHKT","Bảo lưu kết quả học tập"
"20A345028","Phan Văn Linh","0","2006-01-28","TP. Biên Hòa","0698216660","TOAN","Bảo lưu kết quả học tập"
"20A494461","Bùi Thị Vy","0","2001-05-08","TP. Vũng Tàu","0324242262","SINH","Đã thôi học"
"20A282328","Phan Văn Bình","1","2001-03-22","TP. Hà Nội","0133351999","KHKT","Bảo lưu kết quả học tập"
"20A303962","Vũ Hữu Linh","0","2002-06-15","Q.3, TP.HCM","0260338184","TOAN","Bảo lưu kết quả học tập"
"20A257432","Trần Gia Hương","1","2007-02-23","Q.5, TP.HCM","0483631626","HOA","Đang học"
"20A620875","Vũ Thị Trang","0","2003-03-07","TP. Biên Hòa","0184519676","TOAN","Bảo lưu kết quả học tập"
"20A189399","Đặng Minh Nam","0","2004-01-15","TP. Biên Hòa","0321294971","CNTT","Đã thôi học"
"20A980715","Trần Văn Nam","1","2006-09-07","TP. Thủ Đức","0852192813","HOA","Bảo lưu kết quả học tập"
"20A439566","Hoàng Hữu Dũng","1","2000-04-18","Q.3, TP.HCM","0739173524","HOA","Đã thôi học"
"20A196431","Phan Ngọc An","0","2002-09-01","TP. Thủ Đức","0368454134","CNTT","Đã thôi học"
"20A988374","Trần Hữu An","1","2001-02-20","Q.10, TP.HCM","0275800902","TOAN","Bảo lưu kết quả học tập"
"20A174532","Bùi Ngọc Bình","0","2002-01-31","Q.3, TP.HCM","0295383976","HOA","Đang học"
"20A879097","Phan Văn Dũng","0","2003-03-19","TP. Hà Nội","0493479342","TOAN","Đang học"
"20A118485","Vũ Văn Hà","1","2004-02-21","Q.1, TP.HCM","0201030928","KHKT","Đang học"
"20A136789","Vũ Hữu Vy","1","2005-07-22","TP. Đà Nẵng","0175150082","TOAN","Đã thôi học"
"20A301329","Vũ Minh Hương","0","2003-11-20","TP. Vũng Tàu","0375440339","CNTT","Đã thôi học"
"20A348893","Phạm Hữu Vy","0","2003-01-29","Q.1, TP.HCM","0751467207","VATLY","Đã tốt nghiệp"
